Protein name,Uniprot ID,NCBI Gene ID,Function
MMRN1,Q13201,22915,target gene
GRIA4,P48058,2893,target gene
MAPK3,P27361,5595,target gene
NRL,P54845,4901,transcription factor
GPR158,Q5T848,57512,target gene
BIRC3,Q13489,330,target gene
CSF2,P04141,1437,target gene
RPL35,P42766,11224,target gene
CDK2,P24941,1017,target gene
DFFB,O76075,1677,target gene
TAP1,Q03518,6890,target gene
POLR3F,Q9H1D9,10621,target gene
TBX4,P57082,9496,target gene
CEP55,Q53EZ4,55165,target gene
FGF9,P31371,2254,target gene
SIRT6,Q8N6T7,51548,target gene
PFAS,O15067,5198,target gene
LAMP1,P11279,3916,target gene
ADAM12,O43184,8038,target gene
EMSY,Q7Z589,56946,target gene
SLC9A3R2,Q15599,9351,target gene
HLA-G,P17693,3135,target gene
TNC,P24821,3371,target gene
APOE,P02649,348,target gene
RPS8,P62241,6202,target gene
MAGEF1,Q9HAY2,64110,target gene
ACADL,P28330,33,target gene
RIPK2,O43353,8767,target gene
ICAM2,P13598,3384,target gene
EZH2,Q15910,2146,transcription factor and target gene
CYP11B2,P19099,1585,target gene
TMX2,Q9Y320,51075,target gene
DNER,Q8NFT8,92737,target gene
SRC,P12931,6714,target gene
HOXA11,P31270,3207,transcription factor
FAIM,Q9NVQ4,55179,target gene
PLAT,P00750,5327,target gene
TGFBR1,P36897,7046,target gene
RXRA,P19793,6256,transcription factor and target gene
TAF9,Q16594,6880,target gene
HDC,P19113,3067,target gene
MUC1,P15941,4582,target gene
DFFA,O00273,1676,target gene
ADAM28,Q9UKQ2,10863,target gene
GRIN2B,Q13224,2904,target gene
MT1A,P04731,4489,target gene
CYTIP,O60759,9595,target gene
HOXD4,P09016,3233,target gene
RFXANK,O14593,8625,transcription factor
GPR4,P46093,2828,target gene
CSTF3,Q12996,1479,target gene
EPAS1,Q99814,2034,transcription factor and target gene
SAV1,Q9H4B6,60485,target gene
CCR5,P51681,1234,target gene
BTF3,P20290,689,transcription factor
TRMT12,Q53H54,55039,target gene
TJP1,Q07157,7082,target gene
IGH,A2MZT1,-,target gene
CYGB,Q8WWM9,114757,target gene
AIFM1,O95831,9131,target gene
FOXF2,Q12947,2295,transcription factor
PDCD2,Q16342,5134,target gene
MCM8,Q9UJA3,84515,target gene
ADAM10,O14672,102,target gene
CKS1B,P61024,1163,target gene
SRSF7,Q16629,6432,target gene
UBE2G2,P60604,7327,target gene
HIVEP2,P31629,3097,transcription factor
RAC1,P63000,5879,target gene
STS,P08842,412,target gene
SOD1,P00441,6647,target gene
HOXA5,P20719,3202,transcription factor and target gene
LGALS3,P17931,3958,target gene
AGTR1,P30556,185,target gene
CD70,P32970,970,target gene
FGF23,Q9GZV9,8074,transcription factor
HSP90B2P,Q58FF3,-,target gene
S100A7,P31151,6278,target gene
TAC1,P20366,6863,target gene
PTPRC,P08575,5788,target gene
TRPM1,Q7Z4N2,4308,target gene
TBX18,O95935,9096,target gene
ASF1B,Q9NVP2,55723,target gene
AKR1B1,P15121,231,target gene
MAFG,O15525,4097,transcription factor
OLFML3,Q9NRN5,56944,target gene
CENPX,A8MT69,201254,target gene
PLAC1,Q9HBJ0,10761,target gene
STXBP1,P61764,6812,target gene
GADD45B,O75293,4616,target gene
NEK4,P51957,6787,target gene
CETP,P11597,1071,target gene
TRIM21,P19474,6737,target gene
PLK2,Q9NYY3,10769,target gene
BRD2,P25440,6046,target gene
FAM57A,Q8TBR7,79850,target gene
GSTM1,P09488,2944,target gene
MEF2C,Q06413,4208,transcription factor and target gene
PTHLH,P12272,5744,target gene
SYNGR1,O43759,9145,target gene
SLC16A14,Q7RTX9,151473,target gene
HLA-B,P30462,-,target gene
GATA6,Q92908,2627,transcription factor and target gene
KMT2D,O14686,8085,transcription factor
KLF2,Q9Y5W3,10365,transcription factor and target gene
CAPZA1,P52907,829,target gene
DACT3,Q96B18,147906,target gene
TXNIP,Q9H3M7,10628,target gene
SLIT1,O75093,6585,target gene
CALCA,P01258,796,target gene
RLBP1,P12271,6017,target gene
MTDH,Q86UE4,92140,target gene
E2F2,Q14209,1870,transcription factor and target gene
AKAP1,Q92667,8165,target gene
TOP3A,Q13472,7156,target gene
RASGRP3,Q8IV61,25780,target gene
XRCC1,P18887,7515,target gene
SDHB,P21912,6390,target gene
MMP10,P09238,4319,target gene
IL2,P60568,3558,target gene
NTNG2,Q96CW9,84628,target gene
MBTPS1,Q14703,8720,target gene
ZNF234,Q14588,10780,target gene
P2RY10,O00398,27334,target gene
LHX3,Q9UBR4,8022,transcription factor and target gene
MIA2,Q96PC5,4253,target gene
MT1G,P13640,4495,target gene
HLA-A,P10316,-,target gene
ORC1,Q13415,4998,target gene
MMAB,Q96EY8,326625,target gene
ADIPOR2,Q86V24,79602,target gene
NR2C1,P13056,7181,transcription factor
DLEC1,Q9Y238,9940,target gene
MADCAM1,Q13477,8174,target gene
MTOR,P42345,2475,target gene
MMP23B,O75900,8510,target gene
TNF,P01375,7124,target gene
TFDP1,Q14186,7027,transcription factor and target gene
BAG2,O95816,9532,target gene
FCGRT,P55899,2217,target gene
DKK1,O94907,22943,target gene
RFX2,P48378,5990,transcription factor
CD72,P21854,971,target gene
IL1RL1,Q01638,9173,target gene
GTF2E1,P29083,2960,target gene
HDAC9,Q9UKV0,9734,transcription factor and target gene
GFI1,Q99684,2672,transcription factor and target gene
JAK3,P52333,3718,target gene
SNRPB,P14678,6628,target gene
SAYSD1,Q9NPB0,55776,target gene
HOXB2,P14652,3212,transcription factor and target gene
ELAVL1,Q15717,1994,target gene
ADAMTS5,Q9UNA0,11096,target gene
HLA-DRB5,Q30154,3127,target gene
VCAM1,P19320,7412,target gene
ZNF148,Q9UQR1,7707,transcription factor and target gene
DSG1,Q02413,1828,target gene
MIP,P30301,4284,target gene
PGR,P06401,5241,transcription factor and target gene
ACRV1,P26436,56,target gene
DAPK2,Q9UIK4,23604,target gene
HLA-B,P30488,-,target gene
EDIL3,O43854,10085,target gene
HLA-C,P04222,-,target gene
EIF4ENIF1,Q9NRA8,56478,target gene
CRY1,Q16526,1407,target gene
CSNK2A2,P19784,1459,target gene
SCGB1D1,O95968,10648,target gene
KIF20B,Q96Q89,9585,target gene
GNLY,P22749,10578,target gene
SPRR3,Q9UBC9,6707,target gene
KCNIP3,Q9Y2W7,30818,transcription factor
E2F4,Q16254,1874,transcription factor and target gene
SART3,Q15020,9733,target gene
PKN2,Q16513,5586,target gene
WWC1,Q8IX03,23286,target gene
TPT1,P13693,7178,target gene
TRIM16,O95361,10626,transcription factor
SLC19A2,O60779,10560,target gene
SLC7A9,P82251,11136,target gene
TNFRSF1B,P20333,7133,target gene
IRF2,P14316,3660,transcription factor and target gene
HSPA4,P34932,3308,target gene
REXO2,Q9Y3B8,25996,target gene
MT1X,P80297,4501,target gene
NCF2,P19878,4688,target gene
SOCS7,O14512,30837,target gene
KIF2A,O00139,3796,target gene
PAGR1,Q9BTK6,79447,target gene
UGT2B7,P16662,7364,target gene
RACGAP1,Q9H0H5,29127,target gene
PRDM1,O75626,639,transcription factor and target gene
AGTR2,P50052,186,target gene
NRIP1,P48552,8204,transcription factor and target gene
NT5E,P21589,4907,target gene
KRT7,P08729,3855,target gene
RXRG,P48443,6258,target gene
MAZ,P56270,4150,transcription factor
ACACA,Q13085,31,target gene
IRF1,P10914,3659,transcription factor and target gene
F10,P00742,2159,target gene
ZMYM1,Q5SVZ6,79830,target gene
MAP2K5,Q13163,5607,target gene
RUNX1,Q01196,861,transcription factor and target gene
BCL2L11,O43521,10018,target gene
INHBA,P08476,3624,target gene
FGF16,O43320,8823,target gene
DUT,P33316,1854,target gene
CNTN2,Q02246,6900,target gene
NEFL,P07196,4747,target gene
CBLIF,P27352,2694,target gene
TP63,Q9H3D4,8626,transcription factor and target gene
MYL7,Q01449,58498,target gene
RNASEL,Q05823,6041,target gene
NOTCH4,Q99466,4855,target gene
RAD51AP1,Q96B01,10635,target gene
TEAD4,Q15561,7004,transcription factor and target gene
APLP1,P51693,333,target gene
CTSV,O60911,1515,target gene
XPNPEP1,Q9NQW7,7511,target gene
MAP4,P27816,4134,target gene
ABCB1,P08183,5243,target gene
KMT2A,Q03164,4297,target gene
LSS,P48449,4047,target gene
MTA3,Q9BTC8,57504,transcription factor and target gene
CD209,Q9NNX6,30835,target gene
PDE5A,O76074,8654,target gene
SIRT3,Q9NTG7,23410,transcription factor
ATP2A3,Q93084,489,target gene
SPO11,Q9Y5K1,23626,target gene
BCL2L12,Q9HB09,83596,target gene
NFE2L1,Q14494,4779,transcription factor and target gene
TLX1,P31314,3195,transcription factor and target gene
ESRRG,P62508,2104,transcription factor and target gene
ZAP70,P43403,7535,target gene
TRIB2,Q92519,28951,target gene
ACAN,P16112,176,target gene
JAK1,P23458,3716,target gene
VAV1,P15498,7409,target gene
EPHA2,P29317,1969,target gene
GSC,P56915,145258,transcription factor and target gene
TERB2,Q8NHR7,145645,target gene
IL6R,P08887,3570,target gene
NUFIP2,Q7Z417,57532,target gene
MAP4K5,Q9Y4K4,11183,target gene
STXBP5L,Q9Y2K9,9515,target gene
POU5F1,Q01860,5460,transcription factor and target gene
AOC3,Q16853,8639,target gene
FZD1,Q9UP38,8321,target gene
DROSHA,Q9NRR4,29102,target gene
UBB,P0CG47,7314,target gene
MT3,P25713,4504,target gene
MEP1B,Q16820,4225,target gene
PALD1,Q9ULE6,27143,target gene
DMD,P11532,1756,target gene
BPTF,Q12830,2186,transcription factor
RFX5,P48382,5993,transcription factor and target gene
ACE2,Q9BYF1,59272,target gene
NR1I2,O75469,8856,transcription factor and target gene
SOHLH2,Q9NX45,100526761;54937,target gene
SLC6A2,P23975,6530,target gene
GLYAT,Q6IB77,10249,target gene
BIRC6,Q9NR09,57448,target gene
ELMO3,Q96BJ8,79767,target gene
ZEB2,O60315,9839,transcription factor and target gene
HLA-B,Q95365,-,target gene
NR5A2,O00482,2494,transcription factor and target gene
IGFBP4,P22692,3487,target gene
HLA-C,Q29865,-,target gene
UGT1A7,Q9HAW7,54577,target gene
COL1A1,P02452,1277,target gene
ARPP19,P56211,10776,target gene
FOXC1,Q12948,2296,transcription factor and target gene
PUS3,Q9BZE2,83480,target gene
CCR7,P32248,1236,target gene
DHX8,Q14562,1659,target gene
RB1,P06400,5925,transcription factor and target gene
L3MBTL1,Q9Y468,26013,transcription factor
CLINT1,Q14677,9685,target gene
IL18BP,O95998,10068,target gene
SNAP91,O60641,9892,target gene
GNS,P15586,2799,target gene
PTDSS1,P48651,9791,target gene
PLAA,Q9Y263,9373,target gene
KRT19,P08727,3880,target gene
EIF5A2,Q9GZV4,56648,target gene
EPB42,P16452,2038,target gene
PCF11,O94913,51585,target gene
UCN,P55089,7349,target gene
DDX58,O95786,23586,target gene
TNFRSF8,P28908,943,target gene
IDO2,Q6ZQW0,169355,target gene
NMU,P48645,10874,target gene
HHLA1,C9JL84,10086,target gene
BTK,Q06187,695,target gene
PPP1R15A,O75807,23645,target gene
ZNF160,Q9HCG1,90338,transcription factor
HLA-B,P30480,-,target gene
KLK2,P20151,3817,target gene
SH3BGR,P55822,6450,target gene
MT1F,P04733,4494,target gene
ZNF382,Q96SR6,84911,transcription factor
EDARADD,Q8WWZ3,128178,target gene
MICA,Q29983,100507436,target gene
ACKR3,P25106,57007,target gene
ZMYM2,Q9UBW7,7750,target gene
CYP2B6,P20813,1555,target gene
DGKE,P52429,8526,target gene
CCRL2,O00421,9034,target gene
TRAF2,Q12933,7186,target gene
CRABP2,P29373,1382,transcription factor and target gene
PTOV1,Q86YD1,53635,target gene
PRKCSH,P14314,5589,target gene
IL11,P20809,3589,target gene
KRT13,P13646,3860,target gene
ARID3B,Q8IVW6,10620,target gene
TRHR,P34981,7201,target gene
LBR,Q14739,3930,target gene
MMP17,Q9ULZ9,4326,target gene
CCHCR1,Q8TD31,54535,target gene
HOXD8,P13378,3234,transcription factor
LGALS9,O00182,3965,target gene
RPS6KA1,Q15418,6195,target gene
HBG1,P69891,3047,target gene
ATM,Q13315,472,transcription factor and target gene
POU1F1,P28069,5449,transcription factor and target gene
AKR1C1,Q04828,1645,target gene
SIX3,O95343,6496,target gene
NANOG,Q9H9S0,79923,transcription factor and target gene
MSR1,P21757,4481,target gene
CDC6,Q99741,990,target gene
TYMS,P04818,7298,target gene
CLC,Q05315,1178,target gene
ADORA2A,P29274,135,target gene
NR2F2,P24468,7026,transcription factor
SMAD7,O15105,4092,transcription factor and target gene
NUP88,Q99567,4927,target gene
SH3GLB1,Q9Y371,51100,target gene
FGL1,Q08830,2267,target gene
SLC5A1,P13866,6523,target gene
ACTC1,P68032,70,target gene
MYL9,P24844,10398,target gene
TMEM186,Q96B77,25880,target gene
TOB1,P50616,10140,transcription factor
MED1,Q15648,5469,transcription factor and target gene
DHFR,P00374,1719,target gene
EFEMP1,Q12805,2202,target gene
ID2,Q02363,3398,transcription factor and target gene
PRG3,Q9Y2Y8,10394,target gene
EPM2A,O95278,7957,target gene
GNL1,P36915,2794,target gene
WDR3,Q9UNX4,10885,target gene
NOD2,Q9HC29,64127,target gene
MIPEP,Q99797,4285,target gene
HPGDS,O60760,27306,target gene
NR1H4,Q96RI1,9971,transcription factor and target gene
TRIM22,Q8IYM9,10346,transcription factor and target gene
TGFBR3,Q03167,7049,target gene
EGFR,P00533,1956,target gene
SSTR1,P30872,6751,target gene
RAB3GAP2,Q9H2M9,25782,target gene
P2RX1,P51575,5023,target gene
BTG3,Q14201,10950,target gene
KMT2B,Q9UMN6,9757,transcription factor
IGFBP3,P17936,3486,target gene
SIVA1,O15304,10572,target gene
TG,P01266,7038,target gene
CXCL3,P19876,2921,target gene
WNT7B,P56706,7477,target gene
MAP1LC3A,Q9H492,84557,target gene
HPGD,P15428,3248,target gene
ZNF143,P52747,7702,transcription factor
NFKBIZ,Q9BYH8,64332,transcription factor and target gene
KLRK1,P26718,100528032;22914,target gene
NOTCH3,Q9UM47,4854,transcription factor and target gene
PRKAR1A,P10644,5573,target gene
MSN,P26038,4478,target gene
SPHK1,Q9NYA1,8877,target gene
DLD,P09622,1738,target gene
HOXD1,Q9GZZ0,3231,transcription factor
GABPB2,Q8TAK5,126626,transcription factor
APOBR,Q0VD83,55911,target gene
POU2F1,P14859,5451,transcription factor and target gene
BABAM2,Q9NXR7,9577,target gene
TCF4,P15884,6925,transcription factor and target gene
ATXN10,Q9UBB4,25814,target gene
YWHAQ,P27348,10971,target gene
FAP,Q12884,2191,target gene
BLZF1,Q9H2G9,8548,target gene
TRA,A0A0C4ZNA2,-,target gene
ASH1L,Q9NR48,55870,transcription factor
EIF4E2,O60573,9470,target gene
ZNF239,Q16600,8187,transcription factor
SOD2,P04179,6648,target gene
PRKCA,P17252,5578,target gene
LIME1,Q9H400,54923,target gene
CDAN1,Q8IWY9,146059,target gene
SLC1A4,P43007,6509,target gene
WDR5,P61964,11091,transcription factor and target gene
C1QTNF5,Q9BXJ0,114902,target gene
RFC3,P40938,5983,target gene
ZFP90,Q8TF47,146198,target gene
HLA-F,P30511,3134,target gene
CXXC1,Q9P0U4,30827,target gene
GP6,Q9HCN6,51206,target gene
NFKBIA,P25963,4792,transcription factor and target gene
ID4,P47928,3400,transcription factor and target gene
HLA-A,Q09160,-,target gene
GAMT,Q14353,2593,target gene
PAX6,P26367,5080,transcription factor and target gene
TRRAP,Q9Y4A5,8295,transcription factor and target gene
NIPSNAP1,Q9BPW8,8508,target gene
GPC3,P51654,2719,target gene
CACUL1,Q86Y37,143384,target gene
CCT7,Q99832,10574,target gene
UBL3,O95164,5412,target gene
SURF1,Q15526,6834,target gene
ALK,Q9UM73,238,target gene
U2AF1,Q01081,102724594;7307,target gene
COMP,P49747,1311,target gene
GRM5,P41594,2915,target gene
CD151,P48509,977,target gene
FDPS,P14324,2224,target gene
ETS1,P14921,2113,transcription factor and target gene
HLA-B,P30491,-,target gene
TAC4,Q86UU9,255061,target gene
TOE1,Q96GM8,114034,target gene
GAS2,O43903,2620,target gene
ARNTL,O00327,406,transcription factor and target gene
THRB,P10828,7068,transcription factor and target gene
PITX2,Q99697,5308,transcription factor and target gene
SMPD3,Q9NY59,55512,target gene
C21orf58,P58505,54058,target gene
S100P,P25815,6286,target gene
HLA-B,Q29718,-,target gene
HLA-B,P30492,-,target gene
RECK,O95980,8434,target gene
KLK15,Q9H2R5,55554,target gene
TUBA4A,P68366,7277,target gene
MCCC2,Q9HCC0,64087,target gene
ALOX15B,O15296,247,target gene
ZMYND11,Q15326,10771,transcription factor
AIRE,O43918,326,transcription factor and target gene
KIF11,P52732,3832,target gene
IL4,P05112,3565,target gene
CREB1,P16220,1385,transcription factor and target gene
C4B,P0C0L5,100293534;721,target gene
ADAM8,P78325,101,target gene
CYP1B1,Q16678,1545,target gene
SLC28A1,O00337,9154,target gene
FOXL2,P58012,668,transcription factor
HOXC9,P31274,3225,transcription factor
PIM1,P11309,5292,target gene
DES,P17661,1674,target gene
TFCP2L1,Q9NZI6,29842,transcription factor
NDC1,Q9BTX1,55706,target gene
NIT1,Q86X76,4817,target gene
DR1,Q01658,1810,transcription factor and target gene
INHBE,P58166,83729,target gene
WDR76,Q9H967,79968,target gene
CD320,Q9NPF0,51293,target gene
FGF8,P55075,2253,target gene
IFT80,Q9P2H3,57560,target gene
ANKRD27,Q96NW4,84079,target gene
EIF4B,P23588,1975,target gene
FIGLA,Q6QHK4,344018,transcription factor
WDHD1,O75717,11169,target gene
GLRA1,P23415,2741,target gene
ACTA1,P68133,58,target gene
CDK6,Q00534,1021,target gene
SPINK4,O60575,27290,target gene
PIK3R3,Q92569,8503,target gene
LMTK2,Q8IWU2,22853,target gene
SPATA2,Q9UM82,9825,target gene
CDC42BPG,Q6DT37,55561,target gene
TFCP2,Q12800,7024,transcription factor
GNAI2,P04899,2771,target gene
TMBIM1,Q969X1,64114,target gene
CXCL10,P02778,3627,target gene
SMARCA2,P51531,6595,target gene
VMP1,Q96GC9,81671,target gene
OAT,P04181,4942,target gene
UCHL1,P09936,7345,target gene
TNFAIP1,Q13829,7126,target gene
HTRA2,O43464,27429,target gene
DCAF7,P61962,10238,target gene
SLC2A4,P14672,6517,target gene
PKM,P14618,5315,target gene
MAP3K7,O43318,6885,target gene
FGF1,P05230,2246,target gene
RPL37,P61927,6167,target gene
NPR1,P16066,4881,target gene
MADD,Q8WXG6,8567,target gene
PLSCR1,O15162,5359,target gene
TFEC,O14948,22797,target gene
EED,O75530,8726,transcription factor and target gene
FGL2,Q14314,10875,target gene
GJC2,Q5T442,57165,target gene
TXNL1,O43396,9352,target gene
DPF2,Q92785,5977,target gene
SRRM2,Q9UQ35,23524,target gene
CBFB,Q13951,865,transcription factor and target gene
NKTR,P30414,4820,target gene
HIVEP1,P15822,3096,target gene
SERF2,P84101,10169,target gene
HDAC5,Q9UQL6,10014,transcription factor
EGR3,Q06889,1960,transcription factor and target gene
SLC26A3,P40879,1811,target gene
CCND2,P30279,894,target gene
BST2,Q10589,684,target gene
DDC,P20711,1644,target gene
ILK,Q13418,3611,target gene
RFX3,P48380,5991,transcription factor
MYT1,Q01538,4661,target gene
E2F8,A0AVK6,79733,transcription factor
GALK2,Q01415,2585,target gene
CXCL9,Q07325,4283,target gene
CD6,P30203,923,target gene
ADRB3,P13945,155,target gene
CDC16,Q13042,8881,target gene
CASP4,P49662,837,target gene
COL5A1,P20908,1289,target gene
PSMB9,P28065,5698,target gene
ELANE,P08246,1991,target gene
NKX2-2,O95096,4821,transcription factor
C8G,P07360,733,target gene
ANAPC4,Q9UJX5,29945,target gene
GDAP1,Q8TB36,54332,target gene
ONECUT1,Q9UBC0,3175,transcription factor
RRM2,P31350,6241,target gene
GP1BB,P13224,2812,target gene
TP53TG5,Q9Y2B4,27296,target gene
ALAS2,P22557,212,target gene
DDIT4L,Q96D03,115265,target gene
BRCA1,P38398,672,transcription factor and target gene
TCF12,Q99081,6938,transcription factor and target gene
SET,Q01105,6418,target gene
CLUL1,Q15846,27098,target gene
NFRKB,Q6P4R8,4798,transcription factor
FAM162A,Q96A26,26355,target gene
FKBP4,Q02790,2288,target gene
CCL19,Q99731,6363,target gene
RNF144A,P50876,9781,target gene
UQCRB,P14927,7381,target gene
GNMT,Q14749,27232,target gene
STX11,O75558,8676,target gene
PRDM2,Q13029,7799,transcription factor and target gene
CDH20,Q9HBT6,28316,target gene
WARS,P23381,7453,target gene
CEL,X6R868,1056,target gene
TOP2B,Q02880,7155,transcription factor
RTN2,O75298,6253,target gene
FASN,P49327,2194,target gene
PRIM2,P49643,5558,target gene
TFAM,Q00059,7019,target gene
COX7C,P15954,1350,target gene
FGB,P02675,2244,target gene
GINS3,Q9BRX5,64785,target gene
MYOC,Q99972,4653,target gene
PTPN6,P29350,5777,target gene
TGIF1,Q15583,7050,transcription factor and target gene
ETV5,P41161,2119,transcription factor
HLA-A,P01891,-,target gene
KRT5,P13647,3852,target gene
DNAAF2,Q9NVR5,55172,target gene
ARL6IP5,O75915,10550,target gene
RPL13,P26373,6137,target gene
BIRC7,Q96CA5,79444,target gene
RPL19,P84098,6143,target gene
IL32,P24001,9235,target gene
MYH7,P12883,4625,target gene
HSPA14,Q0VDF9,51182,target gene
GSTO1,P78417,9446,target gene
STARD4,Q96DR4,134429,target gene
RPS6KA2,Q15349,6196,target gene
HLA-B,P30464,-,target gene
CNOT8,Q9UFF9,9337,transcription factor
PANK2,Q9BZ23,80025,target gene
RBM4,Q9BWF3,5936,target gene
ERP29,P30040,10961,target gene
PPRC1,Q5VV67,23082,target gene
HOXA10,P31260,3206,transcription factor and target gene
HLA-B,Q29940,-,target gene
NCOR2,Q9Y618,9612,transcription factor and target gene
SRCAP,Q6ZRS2,10847,transcription factor
COX6A1,P12074,1337,target gene
CYFIP2,Q96F07,26999,target gene
GPX4,P36969,2879,target gene
EIF2AK1,Q9BQI3,27102,target gene
PTGS2,P35354,5743,target gene
IKBKE,Q14164,9641,target gene
HBD,P02042,3045,target gene
B9D1,Q9UPM9,27077,target gene
COMT,P21964,1312,target gene
NUPR1,O60356,26471,transcription factor and target gene
CNMD,O75829,11061,target gene
ZNF24,P17028,7572,transcription factor
GABRA5,P31644,2558,target gene
NAP1L1,P55209,4673,target gene
KIF2C,Q99661,11004,target gene
SOX5,P35711,6660,transcription factor
MBD2,Q9UBB5,8932,transcription factor and target gene
GLCE,O94923,26035,target gene
NOS1,P29475,4842,target gene
KPNB1,Q14974,3837,target gene
ZC3H7A,Q8IWR0,29066,target gene
RPS15,P62841,6209,target gene
TERF1,P54274,7013,target gene
CYP1A1,P04798,1543,target gene
FBN1,P35555,2200,target gene
CCDC6,Q16204,8030,target gene
HBA2,Q86YQ5,-,target gene
ALOX15,P16050,246,target gene
TIMP4,Q99727,7079,target gene
MOSPD3,O75425,64598,target gene
CLIP1,P30622,6249,target gene
ASPN,Q9BXN1,54829,target gene
NHLH2,Q02577,4808,transcription factor and target gene
SLC25A28,Q96A46,81894,target gene
SCAI,Q8N9R8,286205,target gene
PLA2G6,O60733,8398,target gene
NDRG4,Q9ULP0,65009,target gene
TNNC1,P63316,7134,target gene
NELFCD,Q8IXH7,51497,transcription factor and target gene
CCL2,P13500,6347,target gene
APOM,O95445,55937,target gene
ATG16L2,Q8NAA4,89849,target gene
CSRNP3,Q8WYN3,80034,target gene
ACADM,P11310,34,target gene
KAT6A,Q92794,7994,transcription factor
STAT5A,P42229,6776,transcription factor and target gene
UMPS,P11172,7372,target gene
DPCD,Q9BVM2,25911,target gene
UBL7,Q96S82,84993,target gene
TMEM187,Q14656,8269,target gene
CTBS,Q01459,1486,target gene
CYP11B1,P15538,1584,target gene
IFIT3,O14879,3437,target gene
SLC43A2,Q8N370,124935,target gene
CALD1,Q05682,800,target gene
EOMES,O95936,8320,transcription factor and target gene
WBP1,Q96G27,23559,target gene
MED23,Q9ULK4,9439,transcription factor
TWIST1,Q15672,7291,transcription factor and target gene
WEE1,P30291,7465,target gene
XRCC6,P12956,2547,transcription factor and target gene
UXT,Q9UBK9,8409,target gene
GATD3A,F2Z2Q0,8209,target gene
KHK,P50053,3795,target gene
IGF2BP1,Q9NZI8,10642,target gene
CD97,P48960,976,target gene
FH,P07954,2271,target gene
EPB41L4B,Q9H329,54566,target gene
CHAC1,Q9BUX1,79094,target gene
GP9,P14770,2815,target gene
IRF9,Q00978,10379,transcription factor and target gene
UTF1,Q5T230,8433,transcription factor
CLASP2,O75122,23122,target gene
RRM2B,Q7LG56,50484,target gene
SETDB1,Q15047,9869,target gene
DNAJC12,Q9UKB3,56521,target gene
PEG10,Q86TG7,23089,target gene
NAGPA,Q9UK23,51172,target gene
MAPK9,P45984,5601,target gene
LTF,P02788,4057,target gene
L1CAM,P32004,3897,target gene
SEPT7,Q16181,989,target gene
BATF,Q16520,10538,transcription factor
COL4A1,P02462,1282,target gene
RPL3,P39023,6122,target gene
CPT1A,P50416,1374,target gene
ADGRB1,O14514,575,target gene
DOCK9,Q9BZ29,23348,target gene
HLA-DRB1,Q9GIY3,-,target gene
WISP2,O76076,8839,target gene
JAG2,Q9Y219,3714,target gene
STMN1,P16949,3925,target gene
SLX4,Q8IY92,84464,target gene
BAG1,Q99933,573,target gene
FUBP1,Q96AE4,8880,transcription factor
SERPINE2,P07093,5270,target gene
EDN1,P05305,1906,target gene
SLC25A14,O95258,9016,target gene
MSX2,P35548,4488,transcription factor
SLC3A1,Q07837,6519,target gene
FOLR1,P15328,2348,target gene
GATA5,Q9BWX5,140628,transcription factor and target gene
FOXD1,Q16676,2297,target gene
CDH5,P33151,1003,target gene
DEFA3,P59666,1668,target gene
SEMA6A,Q9H2E6,57556,target gene
NPY1R,P25929,4886,target gene
SNW1,Q13573,22938,transcription factor
CD82,P27701,3732,target gene
NRXN1,P58400,9378,target gene
MRPS6,P82932,64968,target gene
ANKRD16,Q6P6B7,54522,target gene
CLDN2,P57739,9075,target gene
YBX1,P67809,4904,transcription factor and target gene
PDE4C,Q08493,5143,target gene
GMPS,P49915,8833,target gene
CDC73,Q6P1J9,79577,target gene
RPS20,P60866,6224,target gene
RBP1,P09455,5947,target gene
KCNQ2,O43526,3785,target gene
KLHL29,Q96CT2,114818,target gene
KRT12,Q99456,3859,target gene
MPG,P29372,4350,target gene
DNMT1,P26358,1786,transcription factor and target gene
PPBP,P02775,5473,target gene
SLC25A27,O95847,9481,target gene
RPS13,P62277,6207,target gene
MATN1,P21941,4146,target gene
NR0B2,Q15466,8431,transcription factor and target gene
SIX5,Q8N196,147912,target gene
ENAH,Q8N8S7,55740,target gene
PPP2R2D,Q66LE6,55844,target gene
MYOG,P15173,4656,transcription factor and target gene
RS1,O15537,6247,target gene
CDK9,P50750,1025,target gene
GALNS,P34059,2588,target gene
HLX,Q14774,3142,transcription factor and target gene
CALB2,P22676,794,target gene
IRF6,O14896,3664,transcription factor
IER5,Q5VY09,51278,target gene
IL6,P05231,3569,target gene
PSMC5,P62195,5705,target gene
LEFTY1,O75610,10637,target gene
CD24,P25063,100133941,target gene
PAX2,Q02962,5076,transcription factor and target gene
HLA-C,Q07000,-,target gene
GJD2,Q9UKL4,57369,target gene
HLA-C,Q29963,-,target gene
CRHR1,P34998,104909134;1394,target gene
TLR4,O00206,7099,target gene
ATP5F1A,P25705,498,target gene
CSF3R,Q99062,1441,target gene
PRAM1,Q96QH2,84106,target gene
MEF2A,Q02078,4205,transcription factor and target gene
KCNH8,Q96L42,131096,target gene
NRGN,Q92686,4900,target gene
DMTF1,Q9Y222,9988,transcription factor and target gene
CALR,P27797,811,target gene
CNIH4,Q9P003,29097,target gene
HLA-B,P10319,-,target gene
PTPN5,P54829,84867,target gene
REN,P00797,5972,target gene
PTTG1,O95997,9232,transcription factor and target gene
ALDH9A1,P49189,223,target gene
GTF2F1,P35269,2962,transcription factor and target gene
SUMO1,P63165,7341,target gene
